symbol,timeframe,segment,arm,definition,num_trades,win_rate,total_return,max_drawdown,fill_rate,eligible_setups,mean_r,sharpe,n_from_15m,n_from_5m,n_from_1m
BTC/USDT:USDT,15m,full,C,contained,274,0.5291970802919708,0.13873998337571355,0.0745635079279579,0.6744741873804971,2092,0.32299270072992703,14.590159064538994,0,267,7
BTC/USDT:USDT,15m,full,B,proximal_in,789,0.5057034220532319,0.4484969814906577,0.1381839824670625,0.8272074355724546,2367,0.26425855513307983,11.452358547008304,0,645,144
BTC/USDT:USDT,15m,full,C,proximal_in,299,0.5250836120401338,0.1418999255748784,0.06584573658399591,0.6618671620993962,2153,0.31270903010033446,13.591478733145587,0,294,5
BTC/USDT:USDT,15m,full,B,touch,806,0.5024813895781638,0.4049273801487305,0.13818398246706204,0.8288100208768268,2395,0.25620347394540943,10.378754437471331,0,717,89
BTC/USDT:USDT,15m,full,C,touch,311,0.4790996784565916,-0.061302057814279214,0.18315401569386663,0.704368932038835,2060,0.1977491961414791,-5.256401966406993,0,307,4
BTC/USDT:USDT,15m,is,A,none,533,0.5084427767354597,0.32123133736330345,0.12153758317555309,0.8206896551724138,1595,0.27110694183864914,12.79626994410604,0,0,0
BTC/USDT:USDT,15m,is,B,contained,507,0.514792899408284,0.34520415650178454,0.1112988034166475,0.817351598173516,1533,0.2869822485207101,14.253372055064252,0,391,116
BTC/USDT:USDT,15m,is,C,contained,179,0.5586592178770949,0.173053233819659,0.03690850838820505,0.6782861292665214,1377,0.39664804469273746,27.467189802679567,0,173,6
BTC/USDT:USDT,15m,is,B,proximal_in,513,0.5126705653021443,0.33691150642694756,0.1055464565642601,0.8190598840952994,1553,0.28167641325536064,13.825167587753493,0,409,104
BTC/USDT:USDT,15m,is,C,proximal_in,190,0.5578947368421052,0.1870297860377019,0.04872263652625357,0.6706884315117104,1409,0.39473684210526316,27.38670849122879,0,186,4
BTC/USDT:USDT,15m,is,B,touch,529,0.5085066162570888,0.30607723863245573,0.11691530946205776,0.8210659898477157,1576,0.2712665406427221,12.431092336586127,0,465,64
BTC/USDT:USDT,15m,is,C,touch,203,0.5172413793103449,0.06843054914349432,0.08177804139131456,0.7045285820341499,1347,0.29310344827586204,10.070642362847334,0,200,3
BTC/USDT:USDT,15m,oos,A,none,253,0.4782608695652174,0.025310032813136787,0.1351074898003508,0.8397435897435898,780,0.1956521739130435,2.97635189047771,0,0,0
BTC/USDT:USDT,15m,oos,B,contained,250,0.48,0.03022914716019186,0.13719859425599468,0.8397350993377484,755,0.2,3.4226054130115027,0,198,52
BTC/USDT:USDT,15m,oos,C,contained,84,0.4642857142857143,-0.03613908455734545,0.07529863566435688,0.6592592592592592,675,0.16071428571428573,-11.82283974826791,0,84,0
BTC/USDT:USDT,15m,oos,B,proximal_in,251,0.4820717131474104,0.03768476257395305,0.13095462855437184,0.8400520156046815,769,0.2051792828685259,4.049214742567161,0,217,34
BTC/USDT:USDT,15m,oos,C,proximal_in,98,0.45918367346938777,-0.044844789673309786,0.07154639470472135,0.6385714285714286,700,0.14795918367346939,-12.801338107005163,0,98,0
BTC/USDT:USDT,15m,oos,B,touch,252,0.4801587301587302,0.030233153605800908,0.13095462855437132,0.8410852713178295,774,0.2003968253968254,3.404133598306804,0,232,20
BTC/USDT:USDT,15m,oos,C,touch,99,0.3838383838383838,-0.1314352956052031,0.14764228740033727,0.6994047619047619,672,-0.04040404040404041,-40.93822356164168,0,99,0
ETH/USDT:USDT,15m,full,A,none,983,0.5045778229908443,0.6874578817826332,0.33733814246502614,0.8086319218241043,2456,0.2614445574771109,11.587851893018875,0,0,0
ETH/USDT:USDT,15m,full,B,contained,952,0.5021008403361344,0.5960630887070407,0.3214688573347568,0.8069579974543912,2357,0.2552521008403361,10.744789729297619,0,768,184
ETH/USDT:USDT,15m,full,C,contained,499,0.5671342685370742,0.7224325453751346,0.06565843901603008,0.6758555133079848,2104,0.41783567134268534,29.40279871140396,0,471,28
ETH/USDT:USDT,15m,full,B,proximal_in,958,0.5031315240083507,0.6354106734825169,0.31701112535117626,0.8061139028475712,2388,0.2578288100208768,11.203760755639147,0,797,161
ETH/USDT:USDT,15m,full,C,proximal_in,514,0.5680933852140078,0.7550010372250389,0.0707621010818281,0.6540240518038853,2162,0.42023346303501946,29.501561537520196,0,488,26
ETH/USDT:USDT,15m,full,B,touch,972,0.5041152263374485,0.6606442276943791,0.32054742635721784,0.8073432343234324,2424,0.2602880658436214,11.372476233141786,0,872,100
ETH/USDT:USDT,15m,full,C,touch,549,0.5282331511839709,0.4140019921086336,0.07452771822261463,0.7097852028639619,2095,0.3205828779599271,17.15222640221142,0,524,25
ETH/USDT:USDT,15m,is,A,none,627,0.48165869218500795,0.036259406162898085,0.33733814246502614,0.8095545513234345,1549,0.20414673046251994,2.0171726159811567,0,0,0
ETH/USDT:USDT,15m,is,B,contained,609,0.48111658456486045,0.04886740968243666,0.3214688573347568,0.8084962913014161,1483,0.20279146141215107,2.456372617984657,0,482,127
ETH/USDT:USDT,15m,is,C,contained,294,0.5476190476190477,0.30950001641576147,0.06565843901603008,0.6816479400749064,1335,0.36904761904761907,24.79306761561728,0,276,18
ETH/USDT:USDT,15m,is,B,proximal_in,613,0.4828711256117455,0.06406600663208702,0.31701112535117626,0.8065376917945297,1499,0.20717781402936378,2.9281260538956984,0,503,110
ETH/USDT:USDT,15m,is,C,proximal_in,306,0.545751633986928,0.31391334373192786,0.0707621010818281,0.6622710622710622,1365,0.36437908496732024,24.088675692342644,0,290,16
ETH/USDT:USDT,15m,is,B,touch,621,0.4830917874396135,0.058323238950288944,0.32054742635721784,0.8085245901639344,1525,0.20772946859903382,2.723480563645184,0,557,64
ETH/USDT:USDT,15m,is,C,touch,334,0.5029940119760479,0.12564150423469073,0.05934059624874286,0.7195767195767195,1323,0.25748502994011974,9.9313037343262,0,318,16
ETH/USDT:USDT,15m,oos,A,none,341,0.5454545454545454,0.6081230916532456,0.07498753176007861,0.8024830699774267,886,0.36363636363636365,28.31210135456767,0,0,0
ETH/USDT:USDT,15m,oos,B,contained,330,0.5393939393939394,0.5081821043047213,0.07120378609480027,0.8,855,0.3484848484848485,25.362235764889647,0,275,55
ETH/USDT:USDT,15m,oos,C,contained,198,0.601010101010101,0.32490500737310085,0.051035563832475365,0.6622340425531915,752,0.5025252525252525,38.735090236275894,0,189,9
ETH/USDT:USDT,15m,oos,B,proximal_in,332,0.5391566265060241,0.5232899583495766,0.07120378609480021,0.8011494252873563,870,0.34789156626506024,25.798655616963035,0,283,49
ETH/USDT:USDT,15m,oos,C,proximal_in,201,0.6069651741293532,0.34542248377684753,0.04375933316036252,0.6358974358974359,780,0.5174129353233831,40.27699271546967,0,192,9
ETH/USDT:USDT,15m,oos,B,touch,337,0.543026706231454,0.571852203990096,0.06863531822106458,0.800910125142207,879,0.35756676557863504,27.272219119306516,0,304,33
ETH/USDT:USDT,15m,oos,C,touch,206,0.5825242718446602,0.30203480765334006,0.06467086360817739,0.6900662251655629,755,0.4563106796116505,34.42570757119549,0,200,6
SOL/USDT:USDT,15m,full,A,none,1168,0.5085616438356164,1.4730996852010139,0.15935614549449192,0.8093865788390284,2429,0.2714041095890411,15.74951663628155,0,0,0
SOL/USDT:USDT,15m,full,B,contained,1128,0.5044326241134752,1.271285738385139,0.15123985771932147,0.8091374893253629,2342,0.26108156028368795,14.795651557745408,0,907,221
SOL/USDT:USDT,15m,full,C,contained,663,0.5731523378582202,1.2547213354299551,0.13360371224247605,0.6845761926817971,2159,0.43288084464555054,30.853333914029736,0,633,30
SOL/USDT:USDT,15m,full,B,proximal_in,1134,0.5052910052910053,1.3226039308212054,0.1560274740058117,0.8083933870284019,2359,0.26322751322751325,15.09557092779451,0,959,175
SOL/USDT:USDT,15m,full,C,proximal_in,692,0.5722543352601156,1.3250332034350762,0.12092947082287943,0.6666666666666666,2208,0.430635838150289,30.39320653696912,0,668,24
SOL/USDT:USDT,15m,full,B,touch,1153,0.5073720728534259,1.4091094217834321,0.15935614549449098,0.8090263267864605,2393,0.2684301821335646,15.497959342221252,0,1056,97
SOL/USDT:USDT,15m,full,C,touch,755,0.5298013245033113,0.6692372769451329,0.15710111132451143,0.7139446036294174,2094,0.32450331125827814,17.40114053248965,0,735,20
SOL/USDT:USDT,15m,is,A,none,794,0.5062972292191436,0.9239273300540506,0.15935614549449192,0.8035935563816605,1614,0.26574307304785894,16.33969050092745,0,0,0
SOL/USDT:USDT,15m,is,B,contained,770,0.5025974025974026,0.8011601570948147,0.15123985771932147,0.8039845758354756,1556,0.2564935064935065,15.179757745895383,0,617,153
SOL/USDT:USDT,15m,is,C,contained,473,0.5644820295983086,0.7655277020819075,0.13360371224247605,0.6912280701754386,1425,0.41120507399577166,29.49567484867795,0,448,25
SOL/USDT:USDT,15m,is,B,proximal_in,775,0.5032258064516129,0.8153082035634561,0.1560274740058117,0.8038216560509555,1570,0.25806451612903225,15.282362346460296,0,651,124
SOL/USDT:USDT,15m,is,C,proximal_in,493,0.5699797160243407,0.8973252828621975,0.12092947082287943,0.6785714285714286,1456,0.4249492900608519,31.68013776904215,0,472,21
SOL/USDT:USDT,15m,is,B,touch,789,0.5057034220532319,0.8857525958567567,0.15935614549449098,0.8038969201759899,1591,0.26425855513307983,15.969952412511862,0,721,68
SOL/USDT:USDT,15m,is,C,touch,542,0.5350553505535055,0.6186049890551971,0.15710111132451143,0.7192224622030238,1389,0.3376383763837638,22.17844491451099,0,527,15
SOL/USDT:USDT,15m,oos,A,none,358,0.505586592178771,0.20689974148899856,0.13962754678480702,0.8185279187817259,788,0.2639664804469274,11.535163048395662,0,0,0
SOL/USDT:USDT,15m,oos,B,contained,342,0.5,0.18396176788782959,0.14034769743256764,0.8168642951251647,759,0.25,10.882375206103655,0,276,66
SOL/USDT:USDT,15m,oos,C,contained,182,0.5934065934065934,0.25931998078648394,0.058246446618886644,0.6765536723163842,708,0.4835164835164835,34.11457757657951,0,178,4
SOL/USDT:USDT,15m,oos,B,proximal_in,343,0.5014577259475219,0.20127661411508999,0.14034769743256764,0.8149606299212598,762,0.2536443148688047,11.693271989756264,0,294,49
SOL/USDT:USDT,15m,oos,C,proximal_in,191,0.581151832460733,0.23211352258376355,0.05824644661888658,0.6473829201101928,726,0.45287958115183247,28.899215120095796,0,189,2
SOL/USDT:USDT,15m,oos,B,touch,348,0.5028735632183908,0.1994718164573549,0.13330593077095515,0.8167741935483871,775,0.257183908045977,11.456188663426456,0,320,28
SOL/USDT:USDT,15m,oos,C,touch,203,0.5270935960591133,0.07248366106658141,0.05824644661888648,0.7088235294117647,680,0.31773399014778325,9.687791330239987,0,199,4
BNB/USDT:USDT,15m,full,A,none,833,0.46218487394957986,-0.11845930747930779,0.31471635973134765,0.8252562907735321,2146,0.15546218487394958,-2.5175180130168435,0,0,0
BNB/USDT:USDT,15m,full,B,contained,798,0.4649122807017544,-0.0774220473995776,0.2926629073167205,0.8234155781325593,2067,0.16228070175438597,-1.40081828157973,0,637,161
BNB/USDT:USDT,15m,full,C,contained,340,0.47941176470588237,-0.04350672944884336,0.15292545182134992,0.7126745435016112,1862,0.19852941176470587,-3.013977063981297,0,322,18
BNB/USDT:USDT,15m,full,B,proximal_in,807,0.4634448574969021,-0.10302428530426459,0.30396438688134875,0.8231064237775647,2086,0.15861214374225527,-2.144796063105882,0,665,142
BNB/USDT:USDT,15m,full,C,proximal_in,355,0.48169014084507045,-0.01855215837188807,0.16261822376288712,0.7005263157894737,1900,0.20422535211267606,-0.8121223133907183,0,338,17
BNB/USDT:USDT,15m,full,B,touch,821,0.4591961023142509,-0.1537569679598626,0.33675030349156365,0.823890462700661,2118,0.14799025578562727,-3.66229221720984,0,729,92
BNB/USDT:USDT,15m,full,C,touch,374,0.4625668449197861,-0.09594361399608115,0.18816167620222343,0.742217367558711,1831,0.15641711229946523,-6.72973829605571,0,360,14
BNB/USDT:USDT,15m,is,A,none,558,0.4731182795698925,0.06760610368099533,0.24812458611373825,0.8302945301542777,1426,0.1827956989247312,3.3528054665352345,0,0,0
BNB/USDT:USDT,15m,is,B,contained,533,0.47654784240150094,0.1058567891607985,0.2320884804165224,0.8282163742690059,1368,0.19136960600375236,4.89596497403293,0,413,120
BNB/USDT:USDT,15m,is,C,contained,212,0.47641509433962265,-0.0006076312418039378,0.11613583881240072,0.7137064071370641,1233,0.19103773584905662,0.5518851538113672,0,198,14
BNB/USDT:USDT,15m,is,B,proximal_in,540,0.4759259259259259,0.08984435832344388,0.22907190656945342,0.8283852280955829,1381,0.18981481481481483,4.264541876647601,0,433,107
BNB/USDT:USDT,15m,is,C,proximal_in,225,0.4888888888888889,0.04636914514678865,0.11347230017471946,0.7026169706582077,1261,0.2222222222222222,6.1238393957460815,0,210,15
BNB/USDT:USDT,15m,is,B,touch,550,0.4709090909090909,0.037488660942691786,0.2605843437942454,0.8285917496443812,1406,0.17727272727272728,2.258802447174562,0,481,69
BNB/USDT:USDT,15m,is,C,touch,241,0.4605809128630705,-0.05011553275503575,0.16178948285183897,0.7397034596375618,1214,0.15145228215767634,-5.145627421675618,0,228,13
BNB/USDT:USDT,15m,oos,A,none,271,0.43911439114391143,-0.1719627838310591,0.2021280482644725,0.8137254901960784,714,0.09778597785977859,-14.712045170886867,0,0,0
BNB/USDT:USDT,15m,oos,B,contained,261,0.44061302681992337,-0.16339063165381504,0.19386817823124416,0.8124098124098124,693,0.10153256704980843,-14.342961589175674,0,220,41
BNB/USDT:USDT,15m,oos,C,contained,127,0.48031496062992124,-0.04988126031376087,0.07852138516713002,0.7078651685393258,623,0.20078740157480315,-10.736439097621986,0,123,4
BNB/USDT:USDT,15m,oos,B,proximal_in,263,0.4372623574144487,-0.1746564822343831,0.20472361566226513,0.8111587982832618,699,0.09315589353612168,-15.395970872620472,0,228,35
BNB/USDT:USDT,15m,oos,C,proximal_in,129,0.46511627906976744,-0.0688614796452648,0.0898173685190202,0.693522906793049,633,0.16279069767441862,-14.795462163314243,0,127,2
BNB/USDT:USDT,15m,oos,B,touch,267,0.4344569288389513,-0.18204335089158286,0.21184138186606274,0.8130311614730878,706,0.08614232209737828,-15.999090103848795,0,244,23
BNB/USDT:USDT,15m,oos,C,touch,132,0.4621212121212121,-0.05516336061866586,0.07837600928609706,0.7446808510638298,611,0.1553030303030303,-11.239898707916579,0,131,1
XRP/USDT:USDT,15m,full,A,none,972,0.48662551440329216,0.37748165884778884,0.19433895193394468,0.7990492653414002,2314,0.21656378600823045,7.44326332209882,0,0,0
XRP/USDT:USDT,15m,full,B,contained,927,0.49083063646170444,0.4736213788222722,0.15906887759633037,0.794755877034358,2212,0.22707659115426107,9.203800155504918,0,764,163
XRP/USDT:USDT,15m,full,C,contained,467,0.5331905781584583,0.18816058777066483,0.15895080978576745,0.6745117676514772,1997,0.3329764453961456,9.948562127412815,0,447,20
XRP/USDT:USDT,15m,full,B,proximal_in,941,0.48990435706695007,0.4560757480235279,0.15886509593620618,0.7955456570155902,2245,0.22476089266737515,8.816022695327668,0,805,136
XRP/USDT:USDT,15m,full,C,proximal_in,487,0.5318275154004107,0.20943125033083707,0.1458359640243534,0.6611246943765281,2045,0.3295687885010267,10.325339641052185,0,468,19
XRP/USDT:USDT,15m,full,B,touch,954,0.48742138364779874,0.3911543997792491,0.18291291202323523,0.7966622749231445,2277,0.21855345911949686,7.761599505943916,0,875,79
XRP/USDT:USDT,15m,full,C,touch,508,0.48031496062992124,-0.13743047380820772,0.23158636526023116,0.7074279939363315,1979,0.20078740157480315,-6.407927865221681,0,494,14
XRP/USDT:USDT,15m,is,A,none,634,0.48738170347003157,0.3524244479989251,0.11901708702404759,0.8041168658698539,1506,0.21845425867507887,10.184851017531674,0,0,0
XRP/USDT:USDT,15m,is,B,contained,605,0.4909090909090909,0.4105556484842931,0.1077215240874843,0.80083857442348,1431,0.22727272727272727,12.006759905788595,0,487,118
XRP/USDT:USDT,15m,is,C,contained,298,0.5033557046979866,0.01628009623956168,0.15895080978576745,0.6617647058823529,1292,0.25838926174496646,2.0478472458253165,0,282,16
XRP/USDT:USDT,15m,is,B,proximal_in,615,0.4894308943089431,0.38942688897674704,0.10665870566726399,0.8012337217272104,1459,0.22357723577235772,11.327245429887858,0,513,102
XRP/USDT:USDT,15m,is,C,proximal_in,310,0.5064516129032258,0.04364361273823488,0.1458359640243534,0.6480783722682742,1327,0.2661290322580645,4.059477005206157,0,295,15
XRP/USDT:USDT,15m,is,B,touch,622,0.4871382636655949,0.34762857064757174,0.11632188855842525,0.8012170385395537,1479,0.21784565916398713,10.247736507568595,0,564,58
XRP/USDT:USDT,15m,is,C,touch,325,0.4676923076923077,-0.1308952528465459,0.19146036298272637,0.6990668740279938,1286,0.16923076923076924,-9.640572776058534,0,313,12
XRP/USDT:USDT,15m,oos,A,none,333,0.4804804804804805,-0.030573320851364952,0.19505326280061833,0.7875,800,0.2012012012012012,-1.1295369766144545,0,0,0
XRP/USDT:USDT,15m,oos,B,contained,319,0.48589341692789967,-0.0019083595187004902,0.15906887753465965,0.7822164948453608,776,0.21473354231974923,0.7143318558310993,0,276,43
XRP/USDT:USDT,15m,oos,C,contained,167,0.592814371257485,0.18183138275079327,0.05893125501565007,0.6985714285714286,700,0.4820359281437126,26.20686572196117,0,163,4
XRP/USDT:USDT,15m,oos,B,proximal_in,321,0.48598130841121495,-0.0025516305210310747,0.15961085843510966,0.7830551989730423,779,0.21495327102803738,0.6708198269960234,0,289,32
XRP/USDT:USDT,15m,oos,C,proximal_in,175,0.5828571428571429,0.17144731810243247,0.06473588084935895,0.6877637130801688,711,0.45714285714285713,23.586061749689847,0,171,4
XRP/USDT:USDT,15m,oos,B,touch,327,0.4831804281345566,-0.017466697523318725,0.18363735337694392,0.786346396965866,791,0.20795107033639143,-0.29218653449077464,0,307,20
XRP/USDT:USDT,15m,oos,C,touch,180,0.5111111111111111,0.008105423098651953,0.11744840568551869,0.7259475218658892,686,0.2777777777777778,1.8208691082391881,0,178,2
TRX/USDT:USDT,15m,full,A,none,496,0.41935483870967744,-0.30184656802385196,0.34454378282361164,0.8056394763343404,1986,0.04838709677419355,-17.918534355637,0,0,0
TRX/USDT:USDT,15m,full,B,contained,481,0.42203742203742206,-0.28185625529290853,0.33500547592421787,0.8063324538258575,1895,0.0550935550935551,-16.902058315669528,0,386,95
TRX/USDT:USDT,15m,full,C,contained,116,0.5086206896551724,0.01882985647348214,0.060551249300117356,0.6937424789410349,1662,0.27155172413793105,5.43910802219617,0,114,2
TRX/USDT:USDT,15m,full,B,proximal_in,485,0.41855670103092785,-0.2981954428073138,0.3414786675768015,0.8064516129032258,1922,0.04639175257731959,-17.997475960274027,0,402,83
TRX/USDT:USDT,15m,full,C,proximal_in,124,0.5241935483870968,0.049208510231135184,0.06956206921431106,0.6754232340922358,1713,0.31048387096774194,12.246140127688479,0,122,2
TRX/USDT:USDT,15m,full,B,touch,490,0.4204081632653061,-0.29233287196683133,0.33597766602055207,0.8061538461538461,1950,0.05102040816326531,-17.384319411978684,0,439,51
TRX/USDT:USDT,15m,full,C,touch,134,0.4626865671641791,-0.04432861703656708,0.10454814691302411,0.7159367396593674,1644,0.15671641791044777,-9.551015370089246,0,133,1
TRX/USDT:USDT,15m,is,A,none,367,0.4250681198910082,-0.2314990181537166,0.34454378282361164,0.7982932505818464,1289,0.06267029972752043,-17.03172579326276,0,0,0
TRX/USDT:USDT,15m,is,B,contained,354,0.4265536723163842,-0.22086699022404663,0.33500547592421787,0.7982099267697315,1229,0.06638418079096045,-16.594734791471073,0,281,73
TRX/USDT:USDT,15m,is,C,contained,91,0.46153846153846156,-0.024592430203430923,0.060551249300117356,0.6951672862453532,1076,0.15384615384615385,-7.325425066419406,0,89,2
TRX/USDT:USDT,15m,is,B,proximal_in,357,0.42296918767507,-0.23179593731371925,0.3414786675768015,0.797752808988764,1246,0.05742296918767507,-17.46742322015212,0,296,61
TRX/USDT:USDT,15m,is,C,proximal_in,99,0.48484848484848486,0.004491492541048865,0.06956206921431106,0.6753832281334535,1109,0.21212121212121213,1.9062066596781913,0,97,2
TRX/USDT:USDT,15m,is,B,touch,362,0.425414364640884,-0.22537869380726497,0.33597766602055207,0.7976190476190477,1260,0.06353591160220995,-16.674569245183267,0,323,39
TRX/USDT:USDT,15m,is,C,touch,107,0.4392523364485981,-0.059905010045650485,0.09570738335396092,0.7068160597572363,1071,0.09813084112149532,-16.01405188917631,0,106,1
TRX/USDT:USDT,15m,oos,A,none,125,0.384,-0.12008192180953665,0.1408174193581714,0.8216374269005848,684,-0.04,-29.604708616085592,0,0,0
TRX/USDT:USDT,15m,oos,B,contained,123,0.3902439024390244,-0.10723826552779502,0.13314660110796822,0.8213740458015267,655,-0.024390243902439025,-26.631035831784857,0,101,22
TRX/USDT:USDT,15m,oos,C,contained,24,0.6666666666666666,0.03842753916152888,0.02287491526512811,0.6892361111111112,576,0.6666666666666666,60.809366957478744,0,24,0
TRX/USDT:USDT,15m,oos,B,proximal_in,124,0.3870967741935484,-0.11513834761159997,0.14081741935817094,0.8225563909774436,665,-0.03225806451612903,-28.458857562479945,0,102,22
TRX/USDT:USDT,15m,oos,C,proximal_in,24,0.6666666666666666,0.03842753916152888,0.02287491526512811,0.6745362563237775,593,0.6666666666666666,60.809366957478744,0,24,0
TRX/USDT:USDT,15m,oos,B,touch,124,0.3870967741935484,-0.11513834761159997,0.14081741935817094,0.8217967599410898,679,-0.03225806451612903,-28.458857562479945,0,112,12
TRX/USDT:USDT,15m,oos,C,touch,26,0.5384615384615384,0.010642363463430046,0.021741206012326663,0.7330960854092526,562,0.34615384615384615,15.33327342396155,0,26,0
