combo,side,entry_time,entry_price,quantity,realized_pnl,capital_loss_pct
BTC_USDT_USDT_15m,short,1690934400000,29686.24945,0.3368562949268083,-80.39499669938918,0.8039499669938919
BTC_USDT_USDT_15m,short,1691498700000,29546.31945,0.335730648959074,-30.599867029322,0.30599867029322003
BTC_USDT_USDT_15m,short,1693324800000,27619.083550000003,0.2154859590731897,-107.3679843231505,1.073679843231505
BTC_USDT_USDT_15m,short,1694513700000,26226.38025,0.3748625304112897,-69.82044711284333,0.6982044711284332
BTC_USDT_USDT_15m,short,1695114900000,27238.274050000004,0.3583731773537549,-52.65987774751424,0.5265987774751424
BTC_USDT_USDT_15m,short,1697462100000,29451.96665,0.3296488500941351,-25.86521302764241,0.25865213027642414
BTC_USDT_USDT_15m,long,1703455200000,43080.3294,0.2252724216860649,-99.6553905857022,0.9965539058570219
BTC_USDT_USDT_15m,long,1705076100000,44178.77834999999,0.1749323159506425,-109.85540743948644,1.0985540743948645
BTC_USDT_USDT_15m,short,1712565900000,72021.27135000001,0.1328353914137398,-76.08833251459895,0.7608833251459894
BTC_USDT_USDT_15m,long,1713490200000,61047.60855,0.155466948874901,-56.419400484781576,0.5641940048478158
BTC_USDT_USDT_15m,long,1714466700000,61935.85245,0.1523264097238245,-44.16978829567919,0.4416978829567919
BTC_USDT_USDT_15m,long,1715352300000,61065.3174,0.1537746244253102,-91.37694409162089,0.9137694409162088
BTC_USDT_USDT_15m,short,1715779800000,64288.63960000001,0.0767642668895715,-113.5865445527288,1.1358654455272879
BTC_USDT_USDT_15m,short,1716246900000,71435.4644,0.1285822502464618,-45.378314224126406,0.45378314224126404
BTC_USDT_USDT_15m,short,1716823800000,70333.91545000001,0.1299508834002911,-60.58865434552206,0.6058865434552206
BTC_USDT_USDT_15m,short,1718197200000,69345.1101,0.1325964345991859,-81.62968111885121,0.816296811188512
BTC_USDT_USDT_15m,long,1722789900000,58676.52359999999,0.1552893042679584,-77.32034727711526,0.7732034727711526
BTC_USDT_USDT_15m,short,1726585200000,60986.59145,0.1497690480166071,-35.60696596404372,0.35606965964043713
BTC_USDT_USDT_15m,long,1727794800000,62187.978449999995,0.1463031441775417,-108.54806448181026,1.0854806448181025
BTC_USDT_USDT_15m,short,1728915300000,66005.5807,0.1361967975656094,-43.235411845767175,0.4323541184576718
BTC_USDT_USDT_15m,long,1736262900000,98492.92185,0.0938046954585033,-100.11747269218908,1.001174726921891
BTC_USDT_USDT_15m,long,1736763300000,92009.982,0.0957781750888757,-110.04428895187708,1.1004428895187708
BTC_USDT_USDT_15m,long,1740468600000,89092.22385,0.0725116794749318,-108.20652265850512,1.0820652265850512
BTC_USDT_USDT_15m,short,1744221600000,82240.6591,0.112506339704558,-73.38346059819672,0.7338346059819671
BTC_USDT_USDT_15m,short,1746676800000,99103.32355,0.092622646151741,-42.516345972617,0.42516345972617
BTC_USDT_USDT_15m,long,1748001600000,108154.05,0.0844785352343304,-52.58743332221261,0.5258743332221262
BTC_USDT_USDT_15m,short,1749463200000,107086.8298,0.0848293698422504,-78.59547717560226,0.7859547717560226
BTC_USDT_USDT_15m,short,1752089400000,111299.02265,0.0816717507668121,-50.35166938526996,0.5035166938526996
BTC_USDT_USDT_15m,short,1755871200000,115070.33605,0.0785574691043522,-72.85246181925756,0.7285246181925755
BTC_USDT_USDT_15m,short,1755875700000,116614.96335,0.0768922070518838,-36.57384387943187,0.36573843879431867
BTC_USDT_USDT_15m,short,1757637000000,115904.019,0.0770483037639671,-20.19278714102498,0.2019278714102498
BTC_USDT_USDT_15m,short,1759098600000,111793.97505,0.0797003172331118,-45.59362282758248,0.4559362282758248
BTC_USDT_USDT_15m,long,1763057700000,99109.9302,0.089131749376822,-100.04668159689297,1.0004668159689296
BTC_USDT_USDT_15m,long,1765810800000,87481.719,0.1004048121696164,-76.64327753292947,0.7664327753292948
BTC_USDT_USDT_15m,long,1768885200000,91422.78855,0.0953605078995519,-50.56484859007287,0.5056484859007288
BTC_USDT_USDT_15m,long,1769698800000,85343.75055,0.1015605553455638,-87.7789771193609,0.877789771193609
BTC_USDT_USDT_15m,short,1770396300000,69861.05200000001,0.0868796222969612,-96.68838180467984,0.9668838180467983
BTC_USDT_USDT_15m,long,1771808400000,65477.1222,0.1295580968921573,-71.91848697935269,0.7191848697935269
BTC_USDT_USDT_15m,short,1772038800000,68435.1653,0.1229071752564009,-35.21189081970932,0.3521189081970932
BTC_USDT_USDT_15m,long,1773837000000,72429.3966,0.1167053480898126,-33.58382554053538,0.3358382554053538
BTC_USDT_USDT_15m,long,1774136700000,68915.94075,0.1221678761832407,-82.09597713021266,0.8209597713021266
BTC_USDT_USDT_15m,short,1775430000000,68543.61104999999,0.1216337746399975,-38.657042811468386,0.38657042811468384
BTC_USDT_USDT_15m,long,1775957400000,71724.74444999998,0.1157001138211218,-50.39479990572747,0.5039479990572746
BTC_USDT_USDT_15m,long,1778851800000,79156.25834999999,0.1054857770167646,-56.00874164379212,0.5600874164379213
BTC_USDT_USDT_15m,short,1779568200000,76765.9978,0.1081843466735816,-62.87092829761847,0.6287092829761847
BTC_USDT_USDT_15m,long,1782315000000,60580.17495,0.1360512477430702,-54.927205507246065,0.5492720550724606
BTC_USDT_USDT_1d,short,1707868800000,51797.2884,0.1947170911254012,-75.48009884520704,0.7548009884520703
BTC_USDT_USDT_1d,short,1709078400000,62456.656050000005,0.0148476297408092,-92.89613263335416,0.9289613263335417
BTC_USDT_USDT_1d,short,1746662400000,103176.48595000002,0.0146260924152077,-98.33041874811452,0.9833041874811453
BTC_USDT_USDT_1h,short,1745355600000,92927.81285,0.05846622561167,-116.62323354744,1.1662323354744
BTC_USDT_USDT_1h,long,1770321600000,63782.77545,0.0638299995505916,-117.70852916021774,1.1770852916021775
BTC_USDT_USDT_1h,long,1780326000000,71134.9497,0.1575749158530663,-123.35420721255664,1.2335420721255663
BTC_USDT_USDT_2h,long,1705946400000,39832.40625,0.1745979384837681,-161.13341866759797,1.6113341866759796
BTC_USDT_USDT_2h,long,1705996800000,38983.98225,0.2543805979269115,-108.37058604281708,1.0837058604281709
BTC_USDT_USDT_2h,short,1707465600000,46474.45115,0.0386991922718694,-134.24788277895695,1.3424788277895694
BTC_USDT_USDT_2h,short,1721023200000,62784.592,0.0933483691554255,-184.61130429364272,1.8461130429364272
BTC_USDT_USDT_2h,short,1759147200000,113111.6159,0.0919736632297074,-85.71556783077368,0.8571556783077368
BTC_USDT_USDT_2h,long,1764547200000,87177.567,0.0935511440051761,-124.05099981734328,1.2405099981734329
BTC_USDT_USDT_2h,long,1768881600000,91635.89505,0.0670798481168738,-113.61062924651232,1.1361062924651233
BTC_USDT_USDT_2h,long,1769882400000,77746.75394999998,0.0328800079996642,-107.45087260036134,1.0745087260036135
BTC_USDT_USDT_2h,long,1770321600000,63220.3944,0.0858865273738063,-110.06256739711618,1.100625673971162
BTC_USDT_USDT_4h,long,1678377600000,20856.0228,0.2140200389600183,-114.81323541709416,1.1481323541709416
BTC_USDT_USDT_4h,short,1707465600000,47132.32205,0.0524732601568764,-147.48966291957902,1.4748966291957901
BTC_USDT_USDT_4h,short,1745323200000,90835.7594,0.0508737330261374,-137.15341569419996,1.3715341569419996
BTC_USDT_USDT_4h,short,1759507200000,122547.99535,0.0488357419402001,-109.7887746029882,1.097887746029882
BTC_USDT_USDT_4h,long,1769875200000,77746.75394999998,0.0304447241168638,-99.6466944461014,0.9964669444610141
BTC_USDT_USDT_4h,long,1780416000000,67320.34335,0.0894098535814931,-104.83234895280796,1.0483234895280797
ETH_USDT_USDT_15m,short,1690134300000,1892.823115,5.283113842362391,-26.152323842472423,0.26152323842472425
ETH_USDT_USDT_15m,short,1690932600000,1867.34586,5.341189272863211,-43.46231442306751,0.4346231442306751
ETH_USDT_USDT_15m,short,1693318500000,1694.222465,5.861323153765678,-215.76403717283665,2.1576403717283665
ETH_USDT_USDT_15m,short,1694652300000,1634.3824000000002,6.000891783841115,-25.470966763496705,0.25470966763496705
ETH_USDT_USDT_15m,long,1695293100000,1591.71546,6.145747273856992,-81.8259793318737,0.8182597933187369
ETH_USDT_USDT_15m,short,1695813300000,1621.34892,5.98295336066166,-41.36302719130913,0.41363027191309126
ETH_USDT_USDT_15m,short,1701395100000,2086.9360100000004,4.696556821759681,-53.65938059538611,0.5365938059538611
ETH_USDT_USDT_15m,long,1706003100000,2216.98794,4.514925299101807,-70.87547046559487,0.7087547046559488
ETH_USDT_USDT_15m,short,1707900300000,2707.5855300000003,3.670672397057759,-70.65684224389325,0.7065684224389325
ETH_USDT_USDT_15m,short,1711386000000,3629.7842,2.7186196428427096,-59.893406667820585,0.5989340666782058
ETH_USDT_USDT_15m,long,1715351400000,2970.594555,3.3349822555827777,-132.81015194110518,1.3281015194110517
ETH_USDT_USDT_15m,long,1715355000000,2922.650595,3.3442485373502926,-100.81480671116272,1.0081480671116272
ETH_USDT_USDT_15m,long,1720148400000,2919.8291849999996,1.662766997729694,-102.86223057525316,1.0286223057525317
ETH_USDT_USDT_15m,short,1720428300000,3054.721875,3.1299098366260725,-66.5588727467496,0.665588727467496
ETH_USDT_USDT_15m,long,1721870100000,3219.90915,2.4790224252947217,-105.23431934401016,1.0523431934401017
ETH_USDT_USDT_15m,long,1722818700000,2527.30302,1.6399503209837032,-349.9306246698852,3.4993062466988523
ETH_USDT_USDT_15m,long,1727793000000,2568.04338,1.9878179778935972,-119.70658574205802,1.1970658574205804
ETH_USDT_USDT_15m,long,1727802900000,2473.1459549999995,1.662674034270938,-94.46030192246413,0.9446030192246413
ETH_USDT_USDT_15m,short,1728261900000,2486.746005,3.548859965010449,-30.598656833652218,0.30598656833652216
ETH_USDT_USDT_15m,short,1729433700000,2702.34815,3.270837970620875,-45.18567078602211,0.4518567078602211
ETH_USDT_USDT_15m,short,1732191300000,3288.3849850000006,1.888505296777819,-158.430825495064,1.58430825495064
ETH_USDT_USDT_15m,long,1734688800000,3143.060745,2.7867711823983052,-75.20233367867309,0.7520233367867308
ETH_USDT_USDT_15m,long,1736263800000,3453.195735,1.6935474011273994,-97.7547514045587,0.9775475140455869
ETH_USDT_USDT_15m,long,1736356500000,3233.726055,2.655151944715403,-61.339934788284054,0.6133993478828406
ETH_USDT_USDT_15m,long,1737173700000,3363.58095,2.534410265589664,-78.48809826201732,0.7848809826201733
ETH_USDT_USDT_15m,long,1737179100000,3294.52644,2.563708667810787,-83.27763397684295,0.8327763397684296
ETH_USDT_USDT_15m,short,1740933000000,2485.21677,3.3650699840493083,-82.3891048513483,0.823891048513483
ETH_USDT_USDT_15m,long,1741517100000,2133.9064200000003,3.880460349208577,-129.81087448580735,1.2981087448580735
ETH_USDT_USDT_15m,short,1744444800000,1602.208495,3.208758054786863,-88.29596068358853,0.8829596068358854
ETH_USDT_USDT_15m,short,1746717300000,2019.179905,4.012463678722808,-164.3501529964618,1.643501529964618
ETH_USDT_USDT_15m,short,1746775800000,2351.3337450000004,2.13913688584932,-85.98659059747335,0.8598659059747336
ETH_USDT_USDT_15m,long,1749155400000,2418.90885,2.186522065180472,-85.25881886452966,0.8525881886452966
ETH_USDT_USDT_15m,long,1749776400000,2475.3770699999995,3.005871202563267,-87.26439950231389,0.8726439950231389
ETH_USDT_USDT_15m,long,1750439700000,2417.4581249999997,2.0294414872985223,-83.09810033855375,0.8309810033855374
ETH_USDT_USDT_15m,short,1751474700000,2558.5001100000004,3.0161900720123085,-40.40339750320925,0.4040339750320925
ETH_USDT_USDT_15m,short,1752183000000,2956.1311950000004,2.4613059825540753,-86.29447796413895,0.8629447796413895
ETH_USDT_USDT_15m,short,1752982200000,3669.834165,2.0682745907013076,-78.7612572258643,0.7876125722586429
ETH_USDT_USDT_15m,short,1754316000000,3646.485845,2.059918457829962,-27.258804820188143,0.2725880482018814
ETH_USDT_USDT_15m,short,1754560800000,3793.212445,1.9952340371193915,-57.32485837587599,0.5732485837587599
ETH_USDT_USDT_15m,long,1755487800000,4307.682765,1.4410251877299896,-83.11111472445282,0.8311111472445282
ETH_USDT_USDT_15m,short,1755871200000,4591.253225,0.9405183495006748,-169.52190752353565,1.6952190752353564
ETH_USDT_USDT_15m,short,1755878400000,4762.987315,1.5239151859183575,-82.02114810323955,0.8202114810323955
ETH_USDT_USDT_15m,short,1762697700000,3551.973125,2.0203890342108837,-78.04478275404826,0.7804478275404826
ETH_USDT_USDT_15m,long,1765809900000,3048.273375,2.379245796803765,-70.66916485934382,0.7066916485934382
ETH_USDT_USDT_15m,short,1766973600000,3009.65442,2.3912781492156547,-73.27539360192732,0.7327539360192732
ETH_USDT_USDT_15m,long,1769368500000,2820.099345,2.5411516331984187,-44.73026207074755,0.44730262070747545
ETH_USDT_USDT_15m,long,1769848200000,2631.9553199999996,2.421041074602584,-79.43403716029222,0.7943403716029221
ETH_USDT_USDT_15m,short,1770994800000,2019.04997,3.5008464695345456,-78.14909723624413,0.7814909723624414
ETH_USDT_USDT_15m,short,1772023500000,1951.66368,3.624648514005351,-39.44116868421494,0.3944116868421494
ETH_USDT_USDT_15m,short,1772033400000,2020.96901,3.4808320434690883,-69.0178051759867,0.6901780517598669
ETH_USDT_USDT_15m,long,1773837000000,2241.9204,3.1189508507042145,-36.88602758534885,0.36886027585348846
ETH_USDT_USDT_15m,long,1773846000000,2180.959935,3.1892165461562154,-65.15047227155904,0.6515047227155903
ETH_USDT_USDT_15m,short,1775601900000,2218.0904,3.106457265643557,-54.19729964254063,0.5419729964254063
ETH_USDT_USDT_15m,short,1776436200000,2445.7365200000004,2.8150539873519382,-50.95923273397165,0.5095923273397166
ETH_USDT_USDT_15m,short,1778427900000,2345.6066100000003,2.921882933599767,-38.934226899217094,0.38934226899217095
ETH_USDT_USDT_15m,long,1778914800000,2191.7753399999997,3.1091935251897618,-79.88223192411883,0.7988223192411883
ETH_USDT_USDT_15m,short,1781471700000,1699.46984,4.017761453212647,-73.70311003387918,0.7370311003387918
ETH_USDT_USDT_15m,short,1781527500000,1775.7117,3.803748831533624,-76.31479679438937,0.7631479679438936
ETH_USDT_USDT_1d,short,1673654400000,1549.494865,0.7819353113338317,-99.56704505913102,0.9956704505913102
ETH_USDT_USDT_1d,short,1709078400000,3385.3764650000003,0.51680153548489,-115.6856385247914,1.156856385247914
ETH_USDT_USDT_1d,short,1716163200000,3662.557805,1.3666238571117908,-183.1912744574591,1.831912744574591
ETH_USDT_USDT_1d,short,1731369600000,3244.35701,0.3069222093350591,-118.32888213711428,1.1832888213711428
ETH_USDT_USDT_1d,long,1743897600000,1580.76999,1.4548015440820716,-99.4368980908846,0.994368980908846
ETH_USDT_USDT_1d,short,1752624000000,3368.8647250000004,0.614910536631295,-110.69246557303649,1.106924655730365
ETH_USDT_USDT_1d,short,1752796800000,3544.5868200000004,0.4747786804792213,-101.48637228574218,1.0148637228574218
ETH_USDT_USDT_1d,long,1769817600000,2451.60519,0.2753780727129911,-94.11028486432136,0.9411028486432136
ETH_USDT_USDT_1d,long,1780358400000,1859.88948,1.453355042639244,-96.9786753433048,0.969786753433048
ETH_USDT_USDT_1h,short,1703692800000,2367.685565,4.2235337951219885,-61.46252628584445,0.6146252628584444
ETH_USDT_USDT_1h,short,1711386000000,3639.569305,2.322679840417164,-108.54222749630075,1.0854222749630076
ETH_USDT_USDT_1h,long,1721869200000,3214.716555,2.3047857445482505,-109.21487766927952,1.0921487766927953
ETH_USDT_USDT_1h,long,1721872800000,3184.0612349999997,2.257881498041235,-107.83775568917596,1.0783775568917595
ETH_USDT_USDT_1h,long,1722790800000,2700.3495,0.8504486904106666,-151.09290049495877,1.5109290049495878
ETH_USDT_USDT_1h,short,1746712800000,1987.515745,2.563196449251267,-168.3640083793577,1.683640083793577
ETH_USDT_USDT_1h,short,1746738000000,2178.520195,1.7089902820565182,-100.05243947215004,1.0005243947215006
ETH_USDT_USDT_1h,short,1751472000000,2558.5001100000004,3.6934733340109873,-48.98116168119568,0.4898116168119568
ETH_USDT_USDT_1h,short,1751482800000,2602.348175,3.6124185303021505,-67.87464866269197,0.6787464866269197
ETH_USDT_USDT_1h,short,1752696000000,3377.63034,1.5883169032981708,-107.35535017808829,1.0735535017808828
ETH_USDT_USDT_1h,short,1754571600000,3854.03202,2.4531882531862057,-70.19838714634122,0.7019838714634121
ETH_USDT_USDT_1h,short,1761516000000,4156.470725,1.5732743929781543,-101.7775864973302,1.0177758649733022
ETH_USDT_USDT_1h,long,1768888800000,3116.7575999999995,2.8713635194762315,-123.62356965120354,1.2362356965120354
ETH_USDT_USDT_1h,long,1768921200000,3032.5755299999996,1.2761676212538329,-110.3633989898722,1.103633989898722
ETH_USDT_USDT_1h,short,1772031600000,2011.85357,3.5807439331756235,-130.06177752729275,1.3006177752729275
ETH_USDT_USDT_1h,short,1781521200000,1762.89811,3.08791242736561,-162.85459279294182,1.628545927929418
ETH_USDT_USDT_2h,long,1705946400000,2323.050945,0.993927648726489,-109.65637913101784,1.0965637913101784
ETH_USDT_USDT_2h,short,1712563200000,3620.378905,2.4474794444186654,-110.33950258667316,1.1033950258667315
ETH_USDT_USDT_2h,long,1722787200000,2700.3495,0.881448716752059,-340.52905862671713,3.405290586267171
ETH_USDT_USDT_2h,long,1736762400000,3058.34841,3.1929770900431196,-101.5321797875514,1.015321797875514
ETH_USDT_USDT_2h,long,1743969600000,1587.683445,1.9850082973200085,-100.64649219892334,1.0064649219892334
ETH_USDT_USDT_2h,short,1745366400000,1760.45933,1.4011668653968246,-98.5219154737614,0.9852191547376139
ETH_USDT_USDT_2h,short,1746712800000,2049.53472,2.8105292128349295,-198.4309240551001,1.984309240551001
ETH_USDT_USDT_2h,short,1746734400000,2178.520195,1.6582206926070089,-97.44139236615672,0.9744139236615672
ETH_USDT_USDT_2h,long,1768888800000,3123.0607499999996,1.552495630216586,-149.30018245509433,1.4930018245509433
ETH_USDT_USDT_2h,long,1768917600000,3032.5755299999996,1.2577448994204283,-123.54796690118845,1.2354796690118846
ETH_USDT_USDT_2h,long,1780668000000,1582.9911,1.9560027989554805,-97.3370141959624,0.9733701419596239
ETH_USDT_USDT_4h,short,1687348800000,1847.865605,5.47749579346713,-199.8609254299344,1.9986092542993443
ETH_USDT_USDT_4h,long,1692273600000,1739.18916,1.9883731816026904,-120.3396892379475,1.203396892379475
ETH_USDT_USDT_4h,short,1698105600000,1807.83563,1.8119215481411848,-100.0690364496085,1.000690364496085
ETH_USDT_USDT_4h,long,1720137600000,2921.3699549999997,1.5901842568751907,-106.95960057430484,1.0695960057430485
ETH_USDT_USDT_4h,short,1731355200000,3373.33249,2.9489439091188827,-78.28662807505314,0.7828662807505314
ETH_USDT_USDT_4h,short,1746705600000,2049.53472,1.8850309039458175,-133.42502916826595,1.3342502916826595
ETH_USDT_USDT_4h,short,1746734400000,2205.43673,1.8883250147407629,-304.32775193709443,3.0432775193709443
ETH_USDT_USDT_4h,short,1752811200000,3605.29645,0.7104698045053167,-108.74690387519368,1.0874690387519368
ETH_USDT_USDT_4h,long,1769860800000,2533.876305,3.425773580939491,-532.6145532759499,5.326145532759499
SOL_USDT_USDT_15m,long,1689869700000,25.3776825,283.5411453644565,-109.26288318813654,1.0926288318813653
SOL_USDT_USDT_15m,short,1693319400000,21.94902,452.8629726627011,-35.57832253992752,0.3557832253992752
SOL_USDT_USDT_15m,short,1696079700000,20.953518,472.6805361129885,-169.23062836844062,1.6923062836844063
SOL_USDT_USDT_15m,short,1702498500000,71.62317050000001,137.38046424002582,-112.87304485723732,1.1287304485723733
SOL_USDT_USDT_15m,short,1708968600000,109.0484485,90.18411838020867,-79.9939026270109,0.799939026270109
SOL_USDT_USDT_15m,long,1714346100000,138.016974,70.67568577525168,-69.37850047858566,0.6937850047858567
SOL_USDT_USDT_15m,long,1714466700000,130.9164255,38.50269382097194,-103.315329068328,1.0331532906832799
SOL_USDT_USDT_15m,short,1729462500000,165.24733500000002,41.21691881445178,-105.41749005667351,1.0541749005667351
SOL_USDT_USDT_15m,short,1730862000000,181.419245,30.2658545863096,-112.88493916799804,1.1288493916799804
SOL_USDT_USDT_15m,short,1735398000000,190.314795,49.96091876803613,-70.2156125462368,0.7021561254623679
SOL_USDT_USDT_15m,long,1736262000000,208.194045,45.33312372505281,-69.51917174587939,0.6951917174587939
SOL_USDT_USDT_15m,long,1737939600000,235.53771,17.886762018245367,-99.07744037588346,0.9907744037588345
SOL_USDT_USDT_15m,long,1738440900000,217.638765,42.59117068911161,-55.399834157893046,0.5539983415789305
SOL_USDT_USDT_15m,long,1739860200000,167.133525,23.01494296782102,-97.2092772947993,0.972092772947993
SOL_USDT_USDT_15m,long,1741031100000,141.8709,47.714306369841815,-109.42820055325762,1.0942820055325762
SOL_USDT_USDT_15m,short,1744220700000,119.210365,75.5664040090793,-81.26865785302547,0.8126865785302547
SOL_USDT_USDT_15m,short,1748913300000,160.389765,57.02212942527859,-95.80272443317412,0.9580272443317411
SOL_USDT_USDT_15m,long,1750118400000,148.65429,60.87926028832969,-47.39241589842214,0.4739241589842214
SOL_USDT_USDT_15m,short,1755875700000,193.84303,47.77303099193365,-154.8655277681464,1.548655277681464
SOL_USDT_USDT_15m,long,1760684400000,178.94943,52.825309206716966,-61.34033532301794,0.6134033532301795
SOL_USDT_USDT_15m,long,1764548100000,129.92493000000002,60.02394950146816,-156.15923583361533,1.5615923583361533
SOL_USDT_USDT_15m,short,1765297800000,143.078425,65.39921439939432,-86.89156842054038,0.8689156842054038
SOL_USDT_USDT_15m,short,1766967300000,126.466735,74.57562503914897,-54.30627591356963,0.5430627591356962
SOL_USDT_USDT_15m,long,1767009600000,123.651795,75.83415617518412,-60.81445199988809,0.6081445199988809
SOL_USDT_USDT_15m,long,1769868900000,110.29511999999998,44.679515238317265,-99.4836501670958,0.994836501670958
SOL_USDT_USDT_15m,short,1771000200000,84.407775,109.19292009776191,-92.00935452351992,0.9200935452351992
SOL_USDT_USDT_15m,long,1771809300000,78.469215,116.28410041672194,-90.77115110145668,0.9077115110145669
SOL_USDT_USDT_15m,short,1778057100000,88.945505,103.33980001600833,-47.58302379735881,0.47583023797358814
SOL_USDT_USDT_15m,short,1779569100000,86.986485,105.12009624512945,-29.09325059987617,0.29093250599876175
SOL_USDT_USDT_15m,long,1780720200000,60.560265,150.51014761288832,-63.014845383454514,0.6301484538345451
SOL_USDT_USDT_15m,short,1781539200000,75.72212,121.88207138894246,-49.977786359672216,0.4997778635967221
SOL_USDT_USDT_15m,long,1782195300000,69.97497,132.68991030854943,-130.71524188600128,1.3071524188600128
SOL_USDT_USDT_15m,short,1782988200000,80.99948,113.01624715686368,-132.99742991929483,1.3299742991929482
SOL_USDT_USDT_1d,short,1698796800000,41.183398,13.895446767794024,-99.7267768766412,0.997267768766412
SOL_USDT_USDT_1d,short,1699574400000,56.65066050000001,37.51041964523091,-101.07070897368476,1.0107070897368475
SOL_USDT_USDT_1d,short,1710547200000,182.092908,4.313581383633818,-98.70314088109257,0.9870314088109255
SOL_USDT_USDT_1h,short,1697457600000,23.370309,430.0454994184873,-90.41226419267151,0.9041226419267152
SOL_USDT_USDT_1h,short,1697788800000,26.904541,206.86878719219604,-110.27731677612276,1.1027731677612276
SOL_USDT_USDT_1h,short,1724475600000,154.356783,27.72555153210924,-105.1904143371078,1.0519041433710778
SOL_USDT_USDT_1h,short,1729461600000,166.60665500000002,35.83987425438628,-106.42445775464368,1.0642445775464369
SOL_USDT_USDT_1h,short,1735826400000,208.01594000000003,24.53605994339125,-103.31971839301818,1.0331971839301817
SOL_USDT_USDT_1h,long,1740369600000,158.74933499999997,25.93866301225985,-101.48240881749396,1.0148240881749397
SOL_USDT_USDT_1h,short,1755032400000,192.39375500000003,32.97346156997568,-212.76956509710345,2.1276956509710345
SOL_USDT_USDT_1h,long,1758517200000,225.042465,41.93018922044839,-50.49041177939002,0.5049041177939002
SOL_USDT_USDT_1h,short,1772031600000,85.87704000000001,111.6748378850796,-193.87626449509983,1.9387626449509983
SOL_USDT_USDT_1h,short,1772042400000,88.865545,40.42422097031517,-98.7196042228414,0.987196042228414
SOL_USDT_USDT_1h,long,1774548000000,86.03299499999999,91.9835376684797,-103.43724945643211,1.0343724945643211
SOL_USDT_USDT_1h,short,1781535600000,75.172395,125.1344560093547,-74.55411932709646,0.7455411932709646
SOL_USDT_USDT_2h,short,1737208800000,257.54116500000003,14.7115640378593,-105.92126539007828,1.059212653900783
SOL_USDT_USDT_2h,long,1740434400000,141.800865,15.664746221281613,-102.70310170065392,1.027031017006539
SOL_USDT_USDT_2h,short,1746712800000,160.09991000000002,5.108084514521889,-102.23663808160843,1.0223663808160843
SOL_USDT_USDT_2h,long,1758520800000,221.920905,9.80702727349838,-135.62978075275203,1.3562978075275203
SOL_USDT_USDT_2h,long,1768780800000,133.79686499999997,23.211552709344147,-119.17237138252511,1.191723713825251
SOL_USDT_USDT_2h,long,1771804800000,77.91893999999999,72.11691948930998,-102.40163282858502,1.0240163282858503
SOL_USDT_USDT_4h,short,1681185600000,22.456766,349.43167384446406,-306.4344876078582,3.064344876078582
SOL_USDT_USDT_4h,short,1697860800000,28.0349755,92.377917577182,-140.02701030366842,1.4002701030366842
SOL_USDT_USDT_4h,long,1712937600000,149.3096175,7.574273871918059,-120.03506861399497,1.2003506861399496
SOL_USDT_USDT_4h,long,1722528000000,162.38115,12.684243045342336,-102.0774000776536,1.020774000776536
SOL_USDT_USDT_4h,short,1731024000000,198.130885,14.791658297686151,-101.58725603778583,1.0158725603778582
SOL_USDT_USDT_4h,short,1737172800000,232.693595,8.660438153514415,-99.67326171347254,0.9967326171347255
SOL_USDT_USDT_4h,short,1737201600000,257.54116500000003,13.518984513242696,-100.58233162376588,1.0058233162376589
SOL_USDT_USDT_4h,long,1740398400000,152.686305,18.744078201140063,-209.07289133614137,2.0907289133614135
SOL_USDT_USDT_4h,long,1740427200000,141.800865,14.57082762146132,-95.53102041554848,0.9553102041554848
SOL_USDT_USDT_4h,short,1753099200000,196.78156,11.425968611647448,-104.86727130186183,1.0486727130186182
SOL_USDT_USDT_4h,long,1754078400000,162.691305,17.250939582621573,-99.83858108506188,0.9983858108506188
SOL_USDT_USDT_4h,short,1757649600000,237.12138,12.75796191750725,-127.20251299232552,1.2720251299232552
SOL_USDT_USDT_4h,long,1758787200000,201.36063,42.14609523157582,-104.6661413549256,1.046661413549256
SOL_USDT_USDT_4h,long,1770292800000,84.59227499999999,16.793171492290536,-107.55340050123073,1.0755340050123072
SOL_USDT_USDT_4h,short,1782979200000,82.31882,90.05144804427573,-103.51765793343344,1.0351765793343344
